question_id,query,expected_answer,expected_source,technique,rank,store_score,cosine_sim,chunk_len,source_file,retrieval_latency_ms,preview
Q4,What actions did SEPTA and federal and state safety agencies take after the Trolley 111 accident to improve overhead catenary system safety?,"After the accident, SEPTA inspected and repaired the D Line OCS, identified 46 conditions requiring repair, began installing roof-mounted cameras on D Line trolleys, and initiated six corrective action plans concerning OCS inspection and maintenance. The FTA issued Special Directive 25-1 requiring SEPTA to develop and implement a formal OCS inspection and maintenance program, while Special Directive 25-2 required PennDOT SSOA to strengthen its oversight. SEPTA's new formal OCS inspection and maintenance program went into effect on April 28, 2026.",RIR2613.pdf,Semantic,2,0.5746,0.5762,993,RIR2613.pdf,7.98,The trolley operator and three passengers requested  transport to a hospital for minor injuries. SEPTA estimated damages to be about  1 (a) Visit ntsb.gov to fi...
Q4,What actions did SEPTA and federal and state safety agencies take after the Trolley 111 accident to improve overhead catenary system safety?,"After the accident, SEPTA inspected and repaired the D Line OCS, identified 46 conditions requiring repair, began installing roof-mounted cameras on D Line trolleys, and initiated six corrective action plans concerning OCS inspection and maintenance. The FTA issued Special Directive 25-1 requiring SEPTA to develop and implement a formal OCS inspection and maintenance program, while Special Directive 25-2 required PennDOT SSOA to strengthen its oversight. SEPTA's new formal OCS inspection and maintenance program went into effect on April 28, 2026.",RIR2613.pdf,Semantic,3,0.5605,0.553,8563,RIR2613.pdf,7.98,Railroad Investigation Report  RIR-26-13  8    traction power maintenance department. Employees became accustomed to frequent  incidents of pantograph damage an...
Q4,What actions did SEPTA and federal and state safety agencies take after the Trolley 111 accident to improve overhead catenary system safety?,"After the accident, SEPTA inspected and repaired the D Line OCS, identified 46 conditions requiring repair, began installing roof-mounted cameras on D Line trolleys, and initiated six corrective action plans concerning OCS inspection and maintenance. The FTA issued Special Directive 25-1 requiring SEPTA to develop and implement a formal OCS inspection and maintenance program, while Special Directive 25-2 required PennDOT SSOA to strengthen its oversight. SEPTA's new formal OCS inspection and maintenance program went into effect on April 28, 2026.",RIR2613.pdf,Semantic,4,0.5277,0.5244,6748,RIR2613.pdf,7.98,AC means alternating current; DC means direct current.  9 A catenary maintenance car is a specialized rail-bound vehicle used to inspect and repair overhead  ca...
Q4,What actions did SEPTA and federal and state safety agencies take after the Trolley 111 accident to improve overhead catenary system safety?,"After the accident, SEPTA inspected and repaired the D Line OCS, identified 46 conditions requiring repair, began installing roof-mounted cameras on D Line trolleys, and initiated six corrective action plans concerning OCS inspection and maintenance. The FTA issued Special Directive 25-1 requiring SEPTA to develop and implement a formal OCS inspection and maintenance program, while Special Directive 25-2 required PennDOT SSOA to strengthen its oversight. SEPTA's new formal OCS inspection and maintenance program went into effect on April 28, 2026.",RIR2613.pdf,Semantic,5,0.4898,0.4918,7037,RIR2613.pdf,7.98,"Figure 1: Trolley 111 postaccident (left) and passenger compartment of Trolley 111 (right).   Trolley 111, a single light rail vehicle, was traveling about 38 m..."
Q4,What actions did SEPTA and federal and state safety agencies take after the Trolley 111 accident to improve overhead catenary system safety?,"After the accident, SEPTA inspected and repaired the D Line OCS, identified 46 conditions requiring repair, began installing roof-mounted cameras on D Line trolleys, and initiated six corrective action plans concerning OCS inspection and maintenance. The FTA issued Special Directive 25-1 requiring SEPTA to develop and implement a formal OCS inspection and maintenance program, while Special Directive 25-2 required PennDOT SSOA to strengthen its oversight. SEPTA's new formal OCS inspection and maintenance program went into effect on April 28, 2026.",RIR2613.pdf,Sentence-Window,1,0.6434,0.6838,567,RIR2613.pdf,9.23,"Probable Cause  The National Transportation Safety Board determines that the probable cause of  the September 25, 2025, accident was Southeastern Pennsylvania T..."
Q4,What actions did SEPTA and federal and state safety agencies take after the Trolley 111 accident to improve overhead catenary system safety?,"After the accident, SEPTA inspected and repaired the D Line OCS, identified 46 conditions requiring repair, began installing roof-mounted cameras on D Line trolleys, and initiated six corrective action plans concerning OCS inspection and maintenance. The FTA issued Special Directive 25-1 requiring SEPTA to develop and implement a formal OCS inspection and maintenance program, while Special Directive 25-2 required PennDOT SSOA to strengthen its oversight. SEPTA's new formal OCS inspection and maintenance program went into effect on April 28, 2026.",RIR2613.pdf,Sentence-Window,2,0.625,0.5804,1092,RIR2613.pdf,9.23,"Railroad Investigation Report  RIR-26-13  1  Southeastern Pennsylvania Transportation  Authority Pantograph Separation From  Trolley Car Location  Springfield,..."
Q4,What actions did SEPTA and federal and state safety agencies take after the Trolley 111 accident to improve overhead catenary system safety?,"After the accident, SEPTA inspected and repaired the D Line OCS, identified 46 conditions requiring repair, began installing roof-mounted cameras on D Line trolleys, and initiated six corrective action plans concerning OCS inspection and maintenance. The FTA issued Special Directive 25-1 requiring SEPTA to develop and implement a formal OCS inspection and maintenance program, while Special Directive 25-2 required PennDOT SSOA to strengthen its oversight. SEPTA's new formal OCS inspection and maintenance program went into effect on April 28, 2026.",RIR2613.pdf,Sentence-Window,3,0.5814,0.5991,456,RIR2613.pdf,9.23,"Trolley 111, a single light rail vehicle, was traveling about 38 mph at the time of  the accident, en route to Media, Pennsylvania.2 The D Line’s OCS provided d..."
Q4,What actions did SEPTA and federal and state safety agencies take after the Trolley 111 accident to improve overhead catenary system safety?,"After the accident, SEPTA inspected and repaired the D Line OCS, identified 46 conditions requiring repair, began installing roof-mounted cameras on D Line trolleys, and initiated six corrective action plans concerning OCS inspection and maintenance. The FTA issued Special Directive 25-1 requiring SEPTA to develop and implement a formal OCS inspection and maintenance program, while Special Directive 25-2 required PennDOT SSOA to strengthen its oversight. SEPTA's new formal OCS inspection and maintenance program went into effect on April 28, 2026.",RIR2613.pdf,Sentence-Window,4,0.5646,0.5446,280,RIR2613.pdf,9.23,"For over a year before the accident, SEPTA’s vehicle maintenance department  had been tracking an uptick in incidents on the D Line involving trolley pantograph..."
Q4,What actions did SEPTA and federal and state safety agencies take after the Trolley 111 accident to improve overhead catenary system safety?,"After the accident, SEPTA inspected and repaired the D Line OCS, identified 46 conditions requiring repair, began installing roof-mounted cameras on D Line trolleys, and initiated six corrective action plans concerning OCS inspection and maintenance. The FTA issued Special Directive 25-1 requiring SEPTA to develop and implement a formal OCS inspection and maintenance program, while Special Directive 25-2 required PennDOT SSOA to strengthen its oversight. SEPTA's new formal OCS inspection and maintenance program went into effect on April 28, 2026.",RIR2613.pdf,Sentence-Window,5,0.5641,0.5488,113,RIR2613.pdf,9.23,"After the accident, SEPTA halted passenger service on the D Line to perform  inspections and repairs to the OCS...."
Q5,"According to the NTSB, what was the probable cause of the September 25, 2025 SEPTA Trolley 111 accident, and what was the contributing factor?","The probable cause was SEPTA's lack of a formal inspection and maintenance program for its overhead catenary system, which resulted in unsafe catenary conditions that caused the pantograph to become entangled and separate from the trolley. A contributing factor was the Pennsylvania Department of Transportation State Safety Oversight Agency's failure to require SEPTA to implement a formal and enduring OCS inspection and maintenance program after identifying inadequate inspection and maintenance activities.",RIR2613.pdf,Token,1,0.5445,0.5438,1150,RIR2613.pdf,9.71,are fact-finding  proceedings with no formal issues and no adverse parties … and are not conducted for  the purpose of determining the rights or liabilities of...
Q5,"According to the NTSB, what was the probable cause of the September 25, 2025 SEPTA Trolley 111 accident, and what was the contributing factor?","The probable cause was SEPTA's lack of a formal inspection and maintenance program for its overhead catenary system, which resulted in unsafe catenary conditions that caused the pantograph to become entangled and separate from the trolley. A contributing factor was the Pennsylvania Department of Transportation State Safety Oversight Agency's failure to require SEPTA to implement a formal and enduring OCS inspection and maintenance program after identifying inadequate inspection and maintenance activities.",RIR2613.pdf,Token,2,0.5116,0.488,1195,RIR2613.pdf,9.71,"(otherwise known as a practical or procedural  drift)—a process by which a lack of controls allows a slow, gradual drift toward  progressively unsafe practices..."
Q5,"According to the NTSB, what was the probable cause of the September 25, 2025 SEPTA Trolley 111 accident, and what was the contributing factor?","The probable cause was SEPTA's lack of a formal inspection and maintenance program for its overhead catenary system, which resulted in unsafe catenary conditions that caused the pantograph to become entangled and separate from the trolley. A contributing factor was the Pennsylvania Department of Transportation State Safety Oversight Agency's failure to require SEPTA to implement a formal and enduring OCS inspection and maintenance program after identifying inadequate inspection and maintenance activities.",RIR2613.pdf,Token,3,0.5111,0.5033,1241,RIR2613.pdf,9.71,safety programs.14  The NTSB is an independent federal agency charged by Congress with  investigating every civil aviation accident in the United States and sig...
Q5,"According to the NTSB, what was the probable cause of the September 25, 2025 SEPTA Trolley 111 accident, and what was the contributing factor?","The probable cause was SEPTA's lack of a formal inspection and maintenance program for its overhead catenary system, which resulted in unsafe catenary conditions that caused the pantograph to become entangled and separate from the trolley. A contributing factor was the Pennsylvania Department of Transportation State Safety Oversight Agency's failure to require SEPTA to implement a formal and enduring OCS inspection and maintenance program after identifying inadequate inspection and maintenance activities.",RIR2613.pdf,Token,4,0.5083,0.4883,1180,RIR2613.pdf,9.71,"new OCS program and active, ongoing  field oversight of OCS related activities. SEPTA’s new formal OCS inspection and  maintenance program was approved by PennD..."
Q5,"According to the NTSB, what was the probable cause of the September 25, 2025 SEPTA Trolley 111 accident, and what was the contributing factor?","The probable cause was SEPTA's lack of a formal inspection and maintenance program for its overhead catenary system, which resulted in unsafe catenary conditions that caused the pantograph to become entangled and separate from the trolley. A contributing factor was the Pennsylvania Department of Transportation State Safety Oversight Agency's failure to require SEPTA to implement a formal and enduring OCS inspection and maintenance program after identifying inadequate inspection and maintenance activities.",RIR2613.pdf,Token,5,0.4985,0.4539,985,RIR2613.pdf,9.71,"power the vehicle’s motor. (d) An overhead catenary system uses an overhead wire to supply electricity  to vehicles, such as light rail trains and streetcars, a..."
Q5,"According to the NTSB, what was the probable cause of the September 25, 2025 SEPTA Trolley 111 accident, and what was the contributing factor?","The probable cause was SEPTA's lack of a formal inspection and maintenance program for its overhead catenary system, which resulted in unsafe catenary conditions that caused the pantograph to become entangled and separate from the trolley. A contributing factor was the Pennsylvania Department of Transportation State Safety Oversight Agency's failure to require SEPTA to implement a formal and enduring OCS inspection and maintenance program after identifying inadequate inspection and maintenance activities.",RIR2613.pdf,Semantic,1,0.5008,0.4576,1108,RIR2613.pdf,8.17,"Railroad Investigation Report  RIR-26-13  1  Southeastern Pennsylvania Transportation  Authority Pantograph Separation From  Trolley Car Location  Springfield,..."
Q5,"According to the NTSB, what was the probable cause of the September 25, 2025 SEPTA Trolley 111 accident, and what was the contributing factor?","The probable cause was SEPTA's lack of a formal inspection and maintenance program for its overhead catenary system, which resulted in unsafe catenary conditions that caused the pantograph to become entangled and separate from the trolley. A contributing factor was the Pennsylvania Department of Transportation State Safety Oversight Agency's failure to require SEPTA to implement a formal and enduring OCS inspection and maintenance program after identifying inadequate inspection and maintenance activities.",RIR2613.pdf,Semantic,2,0.4417,0.4627,993,RIR2613.pdf,8.17,The trolley operator and three passengers requested  transport to a hospital for minor injuries. SEPTA estimated damages to be about  1 (a) Visit ntsb.gov to fi...
Q5,"According to the NTSB, what was the probable cause of the September 25, 2025 SEPTA Trolley 111 accident, and what was the contributing factor?","The probable cause was SEPTA's lack of a formal inspection and maintenance program for its overhead catenary system, which resulted in unsafe catenary conditions that caused the pantograph to become entangled and separate from the trolley. A contributing factor was the Pennsylvania Department of Transportation State Safety Oversight Agency's failure to require SEPTA to implement a formal and enduring OCS inspection and maintenance program after identifying inadequate inspection and maintenance activities.",RIR2613.pdf,Semantic,3,0.4137,0.3842,8563,RIR2613.pdf,8.17,Railroad Investigation Report  RIR-26-13  8    traction power maintenance department. Employees became accustomed to frequent  incidents of pantograph damage an...
Q5,"According to the NTSB, what was the probable cause of the September 25, 2025 SEPTA Trolley 111 accident, and what was the contributing factor?","The probable cause was SEPTA's lack of a formal inspection and maintenance program for its overhead catenary system, which resulted in unsafe catenary conditions that caused the pantograph to become entangled and separate from the trolley. A contributing factor was the Pennsylvania Department of Transportation State Safety Oversight Agency's failure to require SEPTA to implement a formal and enduring OCS inspection and maintenance program after identifying inadequate inspection and maintenance activities.",RIR2613.pdf,Semantic,4,0.388,0.3764,7037,RIR2613.pdf,8.17,"Figure 1: Trolley 111 postaccident (left) and passenger compartment of Trolley 111 (right).   Trolley 111, a single light rail vehicle, was traveling about 38 m..."
Q5,"According to the NTSB, what was the probable cause of the September 25, 2025 SEPTA Trolley 111 accident, and what was the contributing factor?","The probable cause was SEPTA's lack of a formal inspection and maintenance program for its overhead catenary system, which resulted in unsafe catenary conditions that caused the pantograph to become entangled and separate from the trolley. A contributing factor was the Pennsylvania Department of Transportation State Safety Oversight Agency's failure to require SEPTA to implement a formal and enduring OCS inspection and maintenance program after identifying inadequate inspection and maintenance activities.",RIR2613.pdf,Semantic,5,0.3671,0.3525,6748,RIR2613.pdf,8.17,AC means alternating current; DC means direct current.  9 A catenary maintenance car is a specialized rail-bound vehicle used to inspect and repair overhead  ca...
Q5,"According to the NTSB, what was the probable cause of the September 25, 2025 SEPTA Trolley 111 accident, and what was the contributing factor?","The probable cause was SEPTA's lack of a formal inspection and maintenance program for its overhead catenary system, which resulted in unsafe catenary conditions that caused the pantograph to become entangled and separate from the trolley. A contributing factor was the Pennsylvania Department of Transportation State Safety Oversight Agency's failure to require SEPTA to implement a formal and enduring OCS inspection and maintenance program after identifying inadequate inspection and maintenance activities.",RIR2613.pdf,Sentence-Window,1,0.711,0.6764,567,RIR2613.pdf,9.35,"Probable Cause  The National Transportation Safety Board determines that the probable cause of  the September 25, 2025, accident was Southeastern Pennsylvania T..."
Q5,"According to the NTSB, what was the probable cause of the September 25, 2025 SEPTA Trolley 111 accident, and what was the contributing factor?","The probable cause was SEPTA's lack of a formal inspection and maintenance program for its overhead catenary system, which resulted in unsafe catenary conditions that caused the pantograph to become entangled and separate from the trolley. A contributing factor was the Pennsylvania Department of Transportation State Safety Oversight Agency's failure to require SEPTA to implement a formal and enduring OCS inspection and maintenance program after identifying inadequate inspection and maintenance activities.",RIR2613.pdf,Sentence-Window,2,0.5912,0.5785,241,RIR2613.pdf,9.35,"By 2024, vehicle maintenance records showed  that SEPTA was experiencing incidents in which trolley pantographs were damaged  during service about four times as..."
Q5,"According to the NTSB, what was the probable cause of the September 25, 2025 SEPTA Trolley 111 accident, and what was the contributing factor?","The probable cause was SEPTA's lack of a formal inspection and maintenance program for its overhead catenary system, which resulted in unsafe catenary conditions that caused the pantograph to become entangled and separate from the trolley. A contributing factor was the Pennsylvania Department of Transportation State Safety Oversight Agency's failure to require SEPTA to implement a formal and enduring OCS inspection and maintenance program after identifying inadequate inspection and maintenance activities.",RIR2613.pdf,Sentence-Window,3,0.5811,0.5211,280,RIR2613.pdf,9.35,"For over a year before the accident, SEPTA’s vehicle maintenance department  had been tracking an uptick in incidents on the D Line involving trolley pantograph..."
Q5,"According to the NTSB, what was the probable cause of the September 25, 2025 SEPTA Trolley 111 accident, and what was the contributing factor?","The probable cause was SEPTA's lack of a formal inspection and maintenance program for its overhead catenary system, which resulted in unsafe catenary conditions that caused the pantograph to become entangled and separate from the trolley. A contributing factor was the Pennsylvania Department of Transportation State Safety Oversight Agency's failure to require SEPTA to implement a formal and enduring OCS inspection and maintenance program after identifying inadequate inspection and maintenance activities.",RIR2613.pdf,Sentence-Window,4,0.5787,0.5686,251,RIR2613.pdf,9.35,SEPTA estimated damages to be about  1 (a) Visit ntsb.gov to find additional information in the public docket for this NTSB accident  investigation (case number...
Q5,"According to the NTSB, what was the probable cause of the September 25, 2025 SEPTA Trolley 111 accident, and what was the contributing factor?","The probable cause was SEPTA's lack of a formal inspection and maintenance program for its overhead catenary system, which resulted in unsafe catenary conditions that caused the pantograph to become entangled and separate from the trolley. A contributing factor was the Pennsylvania Department of Transportation State Safety Oversight Agency's failure to require SEPTA to implement a formal and enduring OCS inspection and maintenance program after identifying inadequate inspection and maintenance activities.",RIR2613.pdf,Sentence-Window,5,0.5296,0.498,281,RIR2613.pdf,9.35,"SEPTA’s maintenance records showed that on 47  occasions in the 14 months preceding the accident, a trolley experienced pantograph  damage that required it to b..."
